stock_id,date,close
4958,20260722,559.0
4960,20260722,22.25
4961,20260722,164.5
4967,20260722,218.5
4968,20260722,100.5
4976,20260722,32.2
4977,20260722,134.0
4989,20260722,72.5
4994,20260722,92.7
4999,20260722,19.4
5007,20260722,55.6
5203,20260722,66.3
5215,20260722,39.5
5222,20260722,117.5
5225,20260722,72.7
5234,20260722,339.0
5236,20260722,151.0
5243,20260722,90.7
5244,20260722,32.15
5258,20260722,54.3
5269,20260722,1415.0
5283,20260722,53.0
5284,20260722,293.0
5285,20260722,82.5
5288,20260722,194.0
5292,20260722,171.0
5306,20260722,92.9
5388,20260722,87.2
5434,20260722,565.0
5469,20260722,71.9
5471,20260722,57.5
5484,20260722,42.05
5515,20260722,41.9
5519,20260722,28.1
5521,20260722,10.15
5522,20260722,66.1
5525,20260722,23.2
5531,20260722,7.75
5533,20260722,14.2
5534,20260722,79.9
5538,20260722,34.6
5546,20260722,16.8
5607,20260722,50.0
5608,20260722,13.85
5706,20260722,45.85
5871,20260722,123.0
5871A,20260722,102.5
5876,20260722,45.0
5880,20260722,25.55
5906,20260722,39.5
5907,20260722,4.83
6005,20260722,34.15
6024,20260722,64.5
6108,20260722,16.6
6112,20260722,41.9
6115,20260722,45.7
6116,20260722,14.65
6117,20260722,67.6
6120,20260722,13.4
6128,20260722,20.65
6133,20260722,21.4
6136,20260722,24.35
6139,20260722,844.0
6141,20260722,42.0
6142,20260722,10.1
6152,20260722,12.25
6153,20260722,17.0
6155,20260722,60.2
6164,20260722,12.7
6165,20260722,49.7
6166,20260722,145.0
6168,20260722,25.1
6176,20260722,87.4
6177,20260722,48.3
6183,20260722,91.1
6184,20260722,42.7
6189,20260722,49.3
6191,20260722,91.0
6192,20260722,115.5
6196,20260722,548.0
6197,20260722,315.0
6201,20260722,49.0
6202,20260722,57.5
6205,20260722,62.8
6206,20260722,126.5
6209,20260722,70.0
6213,20260722,367.0
6214,20260722,141.5
6215,20260722,98.7
6216,20260722,22.05
6224,20260722,58.3
6225,20260722,25.15
6226,20260722,19.1
6230,20260722,114.5
6235,20260722,39.95
6239,20260722,294.0
6243,20260722,50.1
6257,20260722,223.5
6269,20260722,58.0
6271,20260722,203.0
6272,20260722,26.95
6277,20260722,78.4
6278,20260722,167.0
6281,20260722,51.3
6282,20260722,48.7
6283,20260722,21.05
6285,20260722,253.0
6405,20260722,41.95
6409,20260722,998.0
6412,20260722,82.2
6414,20260722,490.0
6415,20260722,483.5
6416,20260722,106.0
6426,20260722,167.0
6431,20260722,17.4
6438,20260722,151.5
6442,20260722,1385.0
6443,20260722,29.6
6446,20260722,1180.0
6449,20260722,269.5
6451,20260722,444.0
6456,20260722,68.7
6464,20260722,79.3
6472,20260722,423.0
6477,20260722,40.15
6491,20260722,338.0
6504,20260722,36.9
6505,20260722,85.1
6515,20260722,6500.0
6525,20260722,155.0
